<DATA>
<BOAT CARPOS=-1050.078, 70.67316, 0.08137896; CARHEADING=271.8255 />
<BOAT CARPOS=-977.3441, 40.03378, 0.002727658; CARHEADING=157.3194 />
<BOAT CARPOS=-910.1835, 292.9524, 0.08137896; CARHEADING=183.7352 />
<BOAT CARPOS=-1107.708, 199.5478, 0.08137896; CARHEADING=183.4375 />
<BOAT CARPOS=-819.7126, 202.993, 0.0008085072; CARHEADING=349.4877 />
<BOAT CARPOS=-925.5775, 363.2446, 0.08137896; CARHEADING=269.3031 />
<BOAT CARPOS=-926.67, 161.4704, 0.001564175; CARHEADING=165.4398 />
<BOAT CARPOS=-841.5651, 315.5378, 0.003372729; CARHEADING=174.776 />
<BOAT CARPOS=-826.3157, 451.4436, 0.00284487; CARHEADING=183.3923 />
<BOAT CARPOS=-813.4534, 539.8897, 0.001358986; CARHEADING=161.5651 />
<BOAT CARPOS=-739.0809, 547.4564, 0.001031756; CARHEADING=243.9464 />
<BOAT CARPOS=-717.777, 616.861, 0.001777232; CARHEADING=330.0686 />
<BOAT CARPOS=-740.3007, 698.3908, 0.0006550252; CARHEADING=156.5082 />
<BOAT CARPOS=-784.054, 852.767, 0.09917203; CARHEADING=1.309121 />
<BOAT CARPOS=-846.6545, 595.9428, 0.001833379; CARHEADING=162.3501 />
<BOAT CARPOS=-707.1898, 1328.452, 0.1876054; CARHEADING=196.5851 />
<BOAT CARPOS=-674.4456, 1567.937, 0.001110613; CARHEADING=228.7755 />
<BOAT CARPOS=-620.8683, 1627.64, 0.001224399; CARHEADING=178.6802 />
<BOAT CARPOS=-778.4184, 1770.756, 0.08137896; CARHEADING=304.2188 />
<BOAT CARPOS=-619.4262, 1703.655, 0.001368701; CARHEADING=182.2905 />
<BOAT CARPOS=-619.2999, 1769.294, 0.001308054; CARHEADING=178.109 />
<BOAT CARPOS=-650.8008, 1832.043, 0.001433253; CARHEADING=215.4396 />
<BOAT CARPOS=-700.4729, 1886.702, 0.001751035; CARHEADING=226.0766 />
<BOAT CARPOS=-816.6052, 1949.855, 0.003251672; CARHEADING=262.371 />
<BOAT CARPOS=-860.202, 1990.653, 0.003745854; CARHEADING=229.1586 />
<BOAT CARPOS=-736.6299, 1915.322, 0.001110971; CARHEADING=237.0149 />
<BOAT CARPOS=-920.457, 2030.198, 0.002970397; CARHEADING=250.5188 />
<BOAT CARPOS=-1001.747, 2039.75, 0.001237541; CARHEADING=269.9998 />
<BOAT CARPOS=-1144.614, 1909.658, 0.1553458; CARHEADING=271.5391 />
<BOAT CARPOS=-1085.263, 2020.891, 0.0004969835; CARHEADING=287.0486 />
<BOAT CARPOS=-1142.024, 2012.443, 0.001335561; CARHEADING=279.4376 />
<BOAT CARPOS=-1207.123, 2003.59, 0.001547307; CARHEADING=276.7187 />
<BOAT CARPOS=-1355.391, 1931.995, 0.001765996; CARHEADING=300.2035 />
<BOAT CARPOS=-1430.327, 1874.271, 0.001255751; CARHEADING=315.9462 />
<BOAT CARPOS=-1462.566, 1815.545, 0.0005422533; CARHEADING=340.2982 />
<BOAT CARPOS=-1468.828, 1714.227, 0.004082918; CARHEADING=355.0963 />
<BOAT CARPOS=-1496.018, 1617.731, 0.001594067; CARHEADING=342.5378 />
<BOAT CARPOS=-1533.104, 1544.217, 0.002332062; CARHEADING=333.505 />
<BOAT CARPOS=-1554.779, 1369.414, 0.08137896; CARHEADING=112.8549 />
<BOAT CARPOS=-1557.997, 1387.121, 0.1592418; CARHEADING=91.58508 />
<BOAT CARPOS=-1565.231, 1473.085, 0.00346902; CARHEADING=338.8592 />
<BOAT CARPOS=-1655.384, 1220.074, 0.09917203; CARHEADING=109.845 />
<BOAT CARPOS=-1611.439, 1242.859, 0.2134686; CARHEADING=10.00002 />
<BOAT CARPOS=-1689.007, 1152.206, 0.003917933; CARHEADING=316.6258 />
<BOAT CARPOS=-1733.249, 1093.151, 0.002884239; CARHEADING=326.9269 />
<BOAT CARPOS=-1748.642, 1028.54, 0.001505554; CARHEADING=355 />
<BOAT CARPOS=-1762.763, 963.0121, 0.0005040169; CARHEADING=344.1882 />
<BOAT CARPOS=-1790.803, 900.0159, 0.001359671; CARHEADING=333.9029 />
<BOAT CARPOS=-1823.986, 838.296, 0.003257513; CARHEADING=330.8512 />
<BOAT CARPOS=-1860.483, 781.608, 0.0004532039; CARHEADING=325.3048 />
<BOAT CARPOS=-1896.83, 674.7656, 0.002114683; CARHEADING=350.1992 />
<BOAT CARPOS=-1965.899, 484.639, 0.001621693; CARHEADING=313.676 />
<BOAT CARPOS=-2031.322, 447.4595, 0.003088832; CARHEADING=287.1611 />
<BOAT CARPOS=-2097.694, 426.8746, 0.0005635023; CARHEADING=287.2759 />
<BOAT CARPOS=-2181.347, 387.4031, 0.003268123; CARHEADING=315.0005 />
<BOAT CARPOS=-2237.194, 307.5892, 0.003573626; CARHEADING=325.0583 />
<BOAT CARPOS=-2299.263, 232.0083, 0.001571029; CARHEADING=330.3789 />
<BOAT CARPOS=-2354.527, 9.980052, 0.003730208; CARHEADING=353.7151 />
<BOAT CARPOS=-2328.37, -91.63255, 0.004182279; CARHEADING=20.58916 />
<BOAT CARPOS=-2252.318, -214.4516, 0.001709223; CARHEADING=293.6972 />
<BOAT CARPOS=-2168.405, -182.1388, 0.001532763; CARHEADING=289.5533 />
<BOAT CARPOS=-2056.334, -235.2718, 0.08137896; CARHEADING=178.4288 />
<BOAT CARPOS=-1933.664, -143.6055, 0.08137896; CARHEADING=91.17825 />
<BOAT CARPOS=-1809.795, -185.3147, 0.1493813; CARHEADING=270 />
<BOAT CARPOS=-1657.611, -201.7892, 0.5336988; CARHEADING=270 />
<BOAT CARPOS=-1601.038, -204.0656, 0.1493813; CARHEADING=295 />
<BOAT CARPOS=-1588.039, -199.0515, 0.08137896; CARHEADING=293.3587 />
<BOAT CARPOS=-1391.172, -187.0997, 0.1876054; CARHEADING=90 />
<BOAT CARPOS=-1475.588, -185.9527, 0.08137896; CARHEADING=93.16394 />
<BOAT CARPOS=-1875.971, -137.3561, 0.001987964; CARHEADING=88.46922 />
<BOAT CARPOS=-2173.946, -178.3771, 0.0005576611; CARHEADING=109.5576 />
<BOAT CARPOS=-2098.991, -392.9327, 0.001135737; CARHEADING=172.875 />
<BOAT CARPOS=-2037.211, -151.1804, 0.0009263754; CARHEADING=278.5516 />
<BOAT CARPOS=-2089.644, -206.7853, 0.001115888; CARHEADING=162.646 />
<BOAT CARPOS=-2094.42, -300.4219, 0.0009030998; CARHEADING=181.9095 />
<BOAT CARPOS=-2213.342, -363.4926, 0.0005510747; CARHEADING=12.19309 />
<BOAT CARPOS=-2253.15, -239.689, 0.00138095; CARHEADING=20.2885 />
<BOAT CARPOS=-2204.75, -473.7069, 0.0005848408; CARHEADING=359.9999 />
<BOAT CARPOS=-2082.863, -509.93, 0.00316602; CARHEADING=186.5663 />
<BOAT CARPOS=-2177.295, -592.5792, 0.00118351; CARHEADING=45.4704 />
<BOAT CARPOS=-2119.99, -626.6537, 0.0004501641; CARHEADING=104.6536 />
<BOAT CARPOS=-2154.099, -698.0631, 0.001347989; CARHEADING=29.36346 />
<BOAT CARPOS=-2105.021, -771.543, 0.0005576611; CARHEADING=46.34263 />
<BOAT CARPOS=-1956.353, -703.0131, 0.1876054; CARHEADING=270 />
<BOAT CARPOS=-1977.482, -796.6757, 0.0005777776; CARHEADING=89.43365 />
<BOAT CARPOS=-2038.66, -499.6653, 0.08137896; CARHEADING=86.6576 />
<BOAT CARPOS=-1818.227, -788.3028, 0.0009858608; CARHEADING=349.1145 />
<BOAT CARPOS=-1799.223, -853.0189, 0.001224875; CARHEADING=272.6427 />
<BOAT CARPOS=-1736.073, -724.2681, 0.001388103; CARHEADING=299.9537 />
<BOAT CARPOS=-1711.387, -835.4426, 0.0006090701; CARHEADING=284.3792 />
<BOAT CARPOS=-1639.692, -699.899, 0.001187176; CARHEADING=85.01047 />
<BOAT CARPOS=-1614.81, -805.5092, 0.001001745; CARHEADING=281.8714 />
<BOAT CARPOS=-1330.049, -679.1618, 0.1876054; CARHEADING=90 />
<BOAT CARPOS=-1576.239, -727.7924, 0.0004248321; CARHEADING=232.8019 />
<BOAT CARPOS=-1409.449, -678.8852, 0.08137896; CARHEADING=89.05215 />
<BOAT CARPOS=-1506.116, -796.6262, 0.001487821; CARHEADING=89.26402 />
<BOAT CARPOS=-1426.924, -798.9882, 0.0005473793; CARHEADING=87.8848 />
<BOAT CARPOS=-1101.805, -639.6028, 0.1876054; CARHEADING=1.001793E-05 />
<BOAT CARPOS=-1378.773, -755.8041, 0.001206487; CARHEADING=71.75407 />
<BOAT CARPOS=-1325.061, -791.014, 0.0009729862; CARHEADING=43.13238 />
<BOAT CARPOS=-1184.312, -719.1136, 0.08137896; CARHEADING=271.9271 />
<BOAT CARPOS=-1280.121, -839.9673, 0.001149267; CARHEADING=93.52628 />
<BOAT CARPOS=-1269.496, -740.2287, 0.001294106; CARHEADING=273.5187 />
<BOAT CARPOS=-1219.404, -838.538, 0.00126335; CARHEADING=90.5069 />
<BOAT CARPOS=-1159.033, -795.0061, 0.0005594492; CARHEADING=27.57353 />
<BOAT CARPOS=-1033.164, -741.1307, 0.0005346239; CARHEADING=76.46723 />
<BOAT CARPOS=-1122.678, -841.1794, 0.001391768; CARHEADING=253.5205 />
<BOAT CARPOS=-1029.185, -627.3689, 0.001646012; CARHEADING=83.05572 />
<BOAT CARPOS=-962.9592, -651.0604, 0.001509309; CARHEADING=57.09451 />
<BOAT CARPOS=-960.5198, -524.8839, 0.08137896; CARHEADING=266.9681 />
<BOAT CARPOS=-781.3327, -731.5998, 0.08137896; CARHEADING=1.15053 />
<BOAT CARPOS=-809.1083, -768.3175, 0.08137896; CARHEADING=267.3392 />
<BOAT CARPOS=-979.8927, -762.7282, 0.0002881587; CARHEADING=62.55233 />
<BOAT CARPOS=-873.5071, -513.6159, 0.001005888; CARHEADING=118.2823 />
<BOAT CARPOS=-699.8644, -889.4282, 0.08137896; CARHEADING=355.4675 />
<BOAT CARPOS=-933.1902, -591.0308, 0.001327395; CARHEADING=175.7373 />
<BOAT CARPOS=-784.0182, -601.6877, 0.0007194877; CARHEADING=291.6803 />
<BOAT CARPOS=-504.0539, -776.131, 0.08137896; CARHEADING=22.79642 />
<BOAT CARPOS=-843.3329, -694.2819, 0.0007565916; CARHEADING=325.1663 />
<BOAT CARPOS=-904.8282, -825.731, 0.0008992553; CARHEADING=34.8359 />
<BOAT CARPOS=-821.5388, -941.6357, 0.001387566; CARHEADING=23.30502 />
<BOAT CARPOS=-504.209, -776.5825, 0.08137896; CARHEADING=22.04538 />
<BOAT CARPOS=-852.0909, -835.1544, 0.001341552; CARHEADING=3.994789 />
<BOAT CARPOS=-779.0222, -1021.772, 0.0004796088; CARHEADING=29.99911 />
<BOAT CARPOS=-1101.918, -640.0688, 0.1876054; CARHEADING=1.001793E-05 />
<BOAT CARPOS=-684.726, -1136.335, 0.00264132; CARHEADING=47.1465 />
<BOAT CARPOS=-633.8657, -1168.091, 0.0009481311; CARHEADING=61.69931 />
<BOAT CARPOS=-424.8976, -979.363, 0.1493813; CARHEADING=90 />
<BOAT CARPOS=-568.5032, -1185.946, 0.001188755; CARHEADING=82.17101 />
<BOAT CARPOS=-420.3441, -942.1552, 0.08137896; CARHEADING=358.1046 />
<BOAT CARPOS=-404.8658, -942.392, 0.08137896; CARHEADING=2.763531 />
<BOAT CARPOS=-478.8996, -1177.962, 0.001073509; CARHEADING=110.5557 />
<BOAT CARPOS=-436.3465, -1161.29, 0.002516448; CARHEADING=112.5733 />
<BOAT CARPOS=-388.9479, -1121.912, 0.000542134; CARHEADING=137.2447 />
<BOAT CARPOS=-215.5007, -1063.911, 0.0023821; CARHEADING=217.6369 />
<BOAT CARPOS=-252.8348, -1007.732, 0.004023433; CARHEADING=216.5813 />
<BOAT CARPOS=-357.0726, -1074.922, 0.003793418; CARHEADING=153.2064 />
<BOAT CARPOS=-133.6394, -1105.484, 0.001407117; CARHEADING=261.9903 />
<BOAT CARPOS=-32.78326, -1055.281, 0.001260489; CARHEADING=188.7932 />
<BOAT CARPOS=36.61359, -1028.024, 0.003327668; CARHEADING=32.49582 />
<BOAT CARPOS=128.0905, -1035.799, 0.00148505; CARHEADING=291.9158 />
<BOAT CARPOS=267.7626, -959.5562, 0.003405184; CARHEADING=302.0402 />
<BOAT CARPOS=211.3695, -993.9348, 0.001372367; CARHEADING=300.3192 />
<BOAT CARPOS=384.4525, -981.1943, 0.00345996; CARHEADING=271.0548 />
<BOAT CARPOS=380.7725, -880.1317, 0.003267318; CARHEADING=312.2838 />
<BOAT CARPOS=482.0873, -980.2501, 0.001758337; CARHEADING=270.0016 />
<BOAT CARPOS=511.807, -873.8722, 0.003769845; CARHEADING=40.49689 />
<BOAT CARPOS=458.0343, -801.5675, 0.001219928; CARHEADING=34.40902 />
<BOAT CARPOS=559.567, -913.1888, 0.001526833; CARHEADING=72.8045 />
<BOAT CARPOS=536.4602, -791.8552, 0.00254941; CARHEADING=168.0883 />
<BOAT CARPOS=493.5795, -725.3991, 0.006228507; CARHEADING=291.107 />
<BOAT CARPOS=613.2155, -785.6578, 0.001553059; CARHEADING=191.0551 />
<BOAT CARPOS=601.891, -706.1246, 0.001663893; CARHEADING=179.0619 />
<BOAT CARPOS=468.8119, -609.4743, 0.001446456; CARHEADING=265.8496 />
<BOAT CARPOS=592.3482, -626.7498, 0.003198326; CARHEADING=209.1347 />
<BOAT CARPOS=560.544, -569.2327, 0.001022041; CARHEADING=245.8125 />
<BOAT CARPOS=570.238, -476.4411, 0.001053363; CARHEADING=265.6755 />
<BOAT CARPOS=623.095, -352.9145, 0.0005849898; CARHEADING=209.6786 />
<BOAT CARPOS=560.3559, -402.6072, 0.001811862; CARHEADING=28.30043 />
<BOAT CARPOS=536.0994, -299.0959, 0.001343638; CARHEADING=359.8511 />
<BOAT CARPOS=599.7501, -256.5029, 0.001336962; CARHEADING=180.0092 />
<BOAT CARPOS=490.455, -165.0009, 0.0004667044; CARHEADING=104.218 />
<BOAT CARPOS=294.3374, 182.1614, 0.5336988; CARHEADING=356.9532 />
<BOAT CARPOS=324.5768, 321.6309, 0.00319919; CARHEADING=324.6384 />
<BOAT CARPOS=457.106, 479.6229, 0.001338303; CARHEADING=322.2906 />
<BOAT CARPOS=379.1692, 562.4712, 0.001300991; CARHEADING=6.660317 />
<BOAT CARPOS=286.488, 608.9435, 0.00088498; CARHEADING=224.7471 />
<BOAT CARPOS=382.2156, 475.167, 0.001093984; CARHEADING=354.7159 />
<BOAT CARPOS=366.4778, 708.0034, 0.001489908; CARHEADING=4.014349 />
<BOAT CARPOS=256.1225, 685.0181, 0.001715004; CARHEADING=183.3759 />
<BOAT CARPOS=427.7762, 816.5776, 0.0008485913; CARHEADING=14.5345 />
<BOAT CARPOS=245.364, 772.0363, 0.003309876; CARHEADING=189.6058 />
<BOAT CARPOS=369.955, 933.3658, 0.002282023; CARHEADING=339.1078 />
<BOAT CARPOS=246.271, 842.1432, -2.837181E-05; CARHEADING=171.0766 />
<BOAT CARPOS=235.9429, 970.9415, 0.001166612; CARHEADING=191.2258 />
<BOAT CARPOS=354.8445, 1175.131, 0.001466483; CARHEADING=33.04234 />
<BOAT CARPOS=296.6955, 1309.321, 0.001171887; CARHEADING=34.17365 />
<BOAT CARPOS=243.958, 1175.98, 0.0006387234; CARHEADING=185.8774 />
<BOAT CARPOS=237.6102, 1395.284, 0.003391832; CARHEADING=29.21046 />
<BOAT CARPOS=324.4644, 1269.295, 0.001024783; CARHEADING=35.1988 />
<BOAT CARPOS=179.2607, 1492.001, 0.0007138848; CARHEADING=52.92989 />
<BOAT CARPOS=161.1698, 1580.16, 0.0005760491; CARHEADING=14.57265 />
<BOAT CARPOS=87.55457, 1621.789, 0.000553757; CARHEADING=27.50889 />
<BOAT CARPOS=-28.05357, 1820.615, 0.001180232; CARHEADING=57.26466 />
<BOAT CARPOS=116.1178, 1866.519, 0.003207356; CARHEADING=59.72803 />
<BOAT CARPOS=141.487, 1735.848, 0.001379132; CARHEADING=16.81381 />
<BOAT CARPOS=31.48071, 1889.358, 0.001798332; CARHEADING=25.48535 />
<BOAT CARPOS=-43.64604, 1916.723, 0.0008349419; CARHEADING=82.5759 />
<BOAT CARPOS=148.3466, 1928.358, 0.0005330741; CARHEADING=339.5043 />
<BOAT CARPOS=146.9404, 2012.617, 0.0007039309; CARHEADING=300.8302 />
<BOAT CARPOS=245.9556, 1925.825, 0.001089662; CARHEADING=325.3048 />
<BOAT CARPOS=235.4606, 2090.056, 0.0005062222; CARHEADING=323.0349 />
<BOAT CARPOS=324.7671, 2104.592, 0.001488119; CARHEADING=338.0304 />
<BOAT CARPOS=304.5595, 2184.399, 0.0009939671; CARHEADING=324.6945 />
<BOAT CARPOS=289.4824, 2017.125, 0.0005777776; CARHEADING=338.0304 />
<BOAT CARPOS=381.3253, 2214.447, 0.001052886; CARHEADING=331.5571 />
<BOAT CARPOS=453.1661, 2146.08, 0.001050651; CARHEADING=351.7242 />
<BOAT CARPOS=507.9577, 2205.504, 0.0006914437; CARHEADING=197.6887 />
<BOAT CARPOS=575.5374, 2134.713, 0.0004087389; CARHEADING=285.124 />
<BOAT CARPOS=633.007, 2221.845, 0.001122594; CARHEADING=273.4529 />
<BOAT CARPOS=772.9847, 2228.096, 0.001041234; CARHEADING=273.5161 />
<BOAT CARPOS=870.4897, 2226.937, 0.0013749; CARHEADING=266.1216 />
<BOAT CARPOS=936.1633, 2167.978, 0.001231551; CARHEADING=62.56027 />
<BOAT CARPOS=1012.435, 2217.634, 0.001186848; CARHEADING=262.4528 />
<BOAT CARPOS=1108.82, 2214, 0.001225054; CARHEADING=270.0001 />
<BOAT CARPOS=1004.305, 2090.19, 0.000482589; CARHEADING=243.8692 />
<BOAT CARPOS=1222.904, 2201.333, 0.0005488098; CARHEADING=257.6594 />
<BOAT CARPOS=1284.985, 2132.741, 0.001219422; CARHEADING=83.9372 />
<BOAT CARPOS=1342.973, 2115.719, 0.001342326; CARHEADING=69.82934 />
<BOAT CARPOS=1475.952, 2076.253, 0.0009477735; CARHEADING=220.4657 />
<BOAT CARPOS=1689.789, 1768.764, 0.0008334219; CARHEADING=109.9831 />
<BOAT CARPOS=1681.05, 1640.656, 0.001627207; CARHEADING=113.334 />
<BOAT CARPOS=1606.543, 1501.684, 0.001697302; CARHEADING=111.1137 />
<BOAT CARPOS=1529.874, 1612.648, 0.0006292164; CARHEADING=160.3462 />
<BOAT CARPOS=1533.283, 1466.227, 0.001853526; CARHEADING=167.0055 />
<BOAT CARPOS=1591.936, 1576.522, 0.0007871687; CARHEADING=132.2738 />
<BOAT CARPOS=1311.766, 1254.496, 0.00165987; CARHEADING=103.5098 />
<BOAT CARPOS=1230.726, 1301.534, 0.001223207; CARHEADING=22.47439 />
<BOAT CARPOS=1066.833, 1099.797, 0.1876054; CARHEADING=180 />
<BOAT CARPOS=1052.674, 1116.636, 0.1876054; CARHEADING=2.732983E-06 />
<BOAT CARPOS=1311.394, 1144.184, 0.1553458; CARHEADING=270 />
<BOAT CARPOS=1252.103, 1197.375, 0.00211668; CARHEADING=89.99964 />
<BOAT CARPOS=1150.426, 1342.202, 0.0005351901; CARHEADING=55.00806 />
<BOAT CARPOS=1168.58, 1197.483, 0.002825409; CARHEADING=25.86662 />
<BOAT CARPOS=1039.215, 1116.054, 0.1553458; CARHEADING=2.732983E-06 />
<BOAT CARPOS=1112.016, 1256.256, 0.001067936; CARHEADING=268.8352 />
<BOAT CARPOS=1173.969, 1126.227, 0.001109809; CARHEADING=1.853477 />
<BOAT CARPOS=1067.616, 1209.404, 0.003669411; CARHEADING=86.15496 />
<BOAT CARPOS=1037.496, 1348.856, 0.003680348; CARHEADING=126.6279 />
<BOAT CARPOS=967.2797, 1211.955, 0.002885193; CARHEADING=124.4795 />
<BOAT CARPOS=842.0105, 1289.73, 0.08137896; CARHEADING=160.3699 />
<BOAT CARPOS=913.0174, 1131.208, 0.00333795; CARHEADING=121.6654 />
<BOAT CARPOS=821.7606, 1183.078, 0.002962351; CARHEADING=14.40451 />
<BOAT CARPOS=838.4565, 1075.743, 0.005539507; CARHEADING=147.1282 />
<BOAT CARPOS=757.1073, 1160.49, 0.001705319; CARHEADING=270.3541 />
<BOAT CARPOS=721.273, 1107.354, 0.003382415; CARHEADING=209.797 />
<BOAT CARPOS=657.436, 1159.82, 0.002500147; CARHEADING=258.1114 />
<BOAT CARPOS=589.3804, 1169.648, 0.003990054; CARHEADING=90.37867 />
<BOAT CARPOS=716.0074, 689.2835, 0.0006412566; CARHEADING=168.7605 />
<BOAT CARPOS=588.531, 442.3829, 0.002531439; CARHEADING=225.881 />
<BOAT CARPOS=622.7276, 354.4962, 0.002610266; CARHEADING=214.9926 />
<BOAT CARPOS=578.5569, 1.253219, 0.001666486; CARHEADING=184.0394 />
<BOAT CARPOS=660.2696, -95.63819, 0.001119107; CARHEADING=99.6376 />
<BOAT CARPOS=519.785, -152.9978, 0.0008342266; CARHEADING=140.9881 />
<BOAT CARPOS=609.2026, -170.2749, 0.0008313358; CARHEADING=171.468 />
<BOAT CARPOS=599.75, -257.9584, 0.001556158; CARHEADING=180.0013 />
<BOAT CARPOS=536.0588, -314.7218, 0.003560632; CARHEADING=359.8518 />
<BOAT CARPOS=623.392, -353.4355, 0.002281904; CARHEADING=209.678 />
<BOAT CARPOS=547.6505, -384.1596, 0.000634104; CARHEADING=36.45457 />
<BOAT CARPOS=568.2711, -476.2923, 0.001296639; CARHEADING=265.673 />
<BOAT CARPOS=579.6144, -590.3531, 0.001724422; CARHEADING=203.3248 />
<BOAT CARPOS=567.1791, -739.4343, 0.0009319186; CARHEADING=237.9073 />
<BOAT CARPOS=619.4866, -809.2792, 0.0005740821; CARHEADING=199.3269 />
<BOAT CARPOS=683.0847, -883.2546, 0.0007857978; CARHEADING=239.1916 />
<BOAT CARPOS=610.1792, -920.5479, 0.001181394; CARHEADING=92.75843 />
<BOAT CARPOS=663.6646, -981.0528, 0.001333207; CARHEADING=267.5373 />
<BOAT CARPOS=802.6209, -937.6053, 0.001386374; CARHEADING=245.659 />
<BOAT CARPOS=913.5871, -991.641, 0.001319826; CARHEADING=270.8815 />
<BOAT CARPOS=1054.199, -977.8672, 0.001324505; CARHEADING=174.0221 />
<BOAT CARPOS=1141.675, -996.0647, 0.0005627573; CARHEADING=271.14 />
<BOAT CARPOS=1226.036, -942.8751, 0.0005066991; CARHEADING=89.99939 />
<BOAT CARPOS=1312.618, -989.9323, 0.0008843243; CARHEADING=271.2962 />
<BOAT CARPOS=1412.225, -948.4894, 0.001398593; CARHEADING=83.68452 />
<BOAT CARPOS=1482.846, -956.0736, 0.002292812; CARHEADING=52.46541 />
<BOAT CARPOS=1524.286, -879.629, 0.001009107; CARHEADING=159.2506 />
<BOAT CARPOS=1529.163, -736.6551, 0.0007613599; CARHEADING=177.979 />
<BOAT CARPOS=1529.093, -820.9087, 0.0009256601; CARHEADING=181.8297 />
<BOAT CARPOS=1614.805, -591.3083, 0.001499444; CARHEADING=317.2741 />
<BOAT CARPOS=1684.872, -515.447, 0.001612514; CARHEADING=317.2767 />
<BOAT CARPOS=1616.158, -485.4253, 0.0005629957; CARHEADING=156.41 />
<BOAT CARPOS=1730.082, -425.477, 0.001325935; CARHEADING=353.7657 />
<BOAT CARPOS=1625.25, -415.132, 0.002950519; CARHEADING=179.9993 />
<BOAT CARPOS=1735.326, -328.6781, 0.003745109; CARHEADING=12.60928 />
<BOAT CARPOS=1624.78, -335.9405, 0.003513664; CARHEADING=181.4807 />
<BOAT CARPOS=1622.135, -278.5599, 0.00156644; CARHEADING=191.5713 />
<BOAT CARPOS=1688.7, -222.3213, 0.0005549192; CARHEADING=214.4561 />
<BOAT CARPOS=1804.333, -194.3503, 0.001160353; CARHEADING=48.36639 />
<BOAT CARPOS=1710.531, -157.7169, 0.002549589; CARHEADING=95.93461 />
<BOAT CARPOS=1618.125, -144.3661, 0.001517296; CARHEADING=133.312 />
<BOAT CARPOS=1754.09, -99.50001, 0.003779918; CARHEADING=89.99918 />
<BOAT CARPOS=1902.957, -194.1188, 0.001963466; CARHEADING=275.4583 />
<BOAT CARPOS=1844.696, -86.30971, 0.003360629; CARHEADING=101.569 />
<BOAT CARPOS=1926.473, -81.04325, 0.00232777; CARHEADING=79.82492 />
<BOAT CARPOS=2010.776, -197.9486, 0.003462315; CARHEADING=243.7981 />
<BOAT CARPOS=1989.598, -90.98264, 0.001585156; CARHEADING=81.8801 />
<BOAT CARPOS=2107.906, -204.6639, 0.001498193; CARHEADING=68.65636 />
<BOAT CARPOS=2202.438, -229.1282, 0.003471643; CARHEADING=76.1758 />
<BOAT CARPOS=2270.942, -244.7895, 0.003498495; CARHEADING=80.9307 />
<BOAT CARPOS=2384.42, -250.9397, 0.002760053; CARHEADING=272.4138 />
<BOAT CARPOS=2452.922, -214.5365, 0.001627713; CARHEADING=135.908 />
<BOAT CARPOS=2325.56, -271.3831, 0.002231926; CARHEADING=265.3399 />
